time_min,X_db,T_C,v_ms,RH_pct,thickness_mm,run_id
4.217477664,6.411214953,50,1.1,26.5,6,T50V1p1_RH_25-28%
6.497740708,6.317757009,50,1.1,26.5,6,T50V1p1_RH_25-28%
8.018311743,6.261682243,50,1.1,26.5,6,T50V1p1_RH_25-28%
10.2997618,6.186915888,50,1.1,26.5,6,T50V1p1_RH_25-28%
12.19958533,6.102803738,50,1.1,26.5,6,T50V1p1_RH_25-28%
14.48044189,6.018691589,50,1.1,26.5,6,T50V1p1_RH_25-28%
16.38204595,5.962616822,50,1.1,26.5,6,T50V1p1_RH_25-28%
18.6629025,5.878504673,50,1.1,26.5,6,T50V1p1_RH_25-28%
20.18228651,5.803738318,50,1.1,26.5,6,T50V1p1_RH_25-28%
22.46314307,5.719626168,50,1.1,26.5,6,T50V1p1_RH_25-28%
24.36415362,5.654205607,50,1.1,26.5,6,T50V1p1_RH_25-28%
26.26397715,5.570093458,50,1.1,26.5,6,T50V1p1_RH_25-28%
28.16498769,5.504672897,50,1.1,26.5,6,T50V1p1_RH_25-28%
30.06540473,5.429906542,50,1.1,26.5,6,T50V1p1_RH_25-28%
32.34626129,5.345794393,50,1.1,26.5,6,T50V1p1_RH_25-28%
34.24667833,5.271028037,50,1.1,26.5,6,T50V1p1_RH_25-28%
36.14709537,5.196261682,50,1.1,26.5,6,T50V1p1_RH_25-28%
38.04691889,5.112149533,50,1.1,26.5,6,T50V1p1_RH_25-28%
40.32896247,5.046728972,50,1.1,26.5,6,T50V1p1_RH_25-28%
42.60981902,4.962616822,50,1.1,26.5,6,T50V1p1_RH_25-28%
43.74876352,4.897196262,50,1.1,26.5,6,T50V1p1_RH_25-28%
46.03021358,4.822429907,50,1.1,26.5,6,T50V1p1_RH_25-28%
52.11427825,4.626168224,50,1.1,26.5,6,T50V1p1_RH_25-28%
54.77676134,4.551401869,50,1.1,26.5,6,T50V1p1_RH_25-28%
57.82027745,4.476635514,50,1.1,26.5,6,T50V1p1_RH_25-28%
60.48276053,4.401869159,50,1.1,26.5,6,T50V1p1_RH_25-28%
62.38258406,4.317757009,50,1.1,26.5,6,T50V1p1_RH_25-28%
65.04625416,4.261682243,50,1.1,26.5,6,T50V1p1_RH_25-28%
66.56801222,4.224299065,50,1.1,26.5,6,T50V1p1_RH_25-28%
68.08858325,4.168224299,50,1.1,26.5,6,T50V1p1_RH_25-28%
70.37062683,4.102803738,50,1.1,26.5,6,T50V1p1_RH_25-28%
72.27223088,4.046728972,50,1.1,26.5,6,T50V1p1_RH_25-28%
