time_min,X_db,T_C,v_ms,RH_pct,thickness_mm,run_id
5.87755102,6.38585209,50,1.1,36.5,4,T50_v1p1_t_4mm
8.081632653,6.318327974,50,1.1,36.5,4,T50_v1p1_t_4mm
11.02040816,6.279742765,50,1.1,36.5,4,T50_v1p1_t_4mm
12.48979592,6.221864952,50,1.1,36.5,4,T50_v1p1_t_4mm
13.95918367,6.154340836,50,1.1,36.5,4,T50_v1p1_t_4mm
16.16326531,6.08681672,50,1.1,36.5,4,T50_v1p1_t_4mm
18.36734694,6.028938907,50,1.1,36.5,4,T50_v1p1_t_4mm
19.83673469,5.961414791,50,1.1,36.5,4,T50_v1p1_t_4mm
22.04081633,5.922829582,50,1.1,36.5,4,T50_v1p1_t_4mm
24.24489796,5.874598071,50,1.1,36.5,4,T50_v1p1_t_4mm
25.71428571,5.826366559,50,1.1,36.5,4,T50_v1p1_t_4mm
26.44897959,5.768488746,50,1.1,36.5,4,T50_v1p1_t_4mm
27.91836735,5.710610932,50,1.1,36.5,4,T50_v1p1_t_4mm
30.12244898,5.643086817,50,1.1,36.5,4,T50_v1p1_t_4mm
33.06122449,5.594855305,50,1.1,36.5,4,T50_v1p1_t_4mm
33.79591837,5.556270096,50,1.1,36.5,4,T50_v1p1_t_4mm
35.26530612,5.498392283,50,1.1,36.5,4,T50_v1p1_t_4mm
37.46938776,5.459807074,50,1.1,36.5,4,T50_v1p1_t_4mm
39.67346939,5.353697749,50,1.1,36.5,4,T50_v1p1_t_4mm
41.87755102,5.286173633,50,1.1,36.5,4,T50_v1p1_t_4mm
44.08163265,5.237942122,50,1.1,36.5,4,T50_v1p1_t_4mm
46.28571429,5.180064309,50,1.1,36.5,4,T50_v1p1_t_4mm
49.2244898,5.122186495,50,1.1,36.5,4,T50_v1p1_t_4mm
50.69387755,5.054662379,50,1.1,36.5,4,T50_v1p1_t_4mm
52.89795918,4.987138264,50,1.1,36.5,4,T50_v1p1_t_4mm
55.10204082,4.909967846,50,1.1,36.5,4,T50_v1p1_t_4mm
57.30612245,4.84244373,50,1.1,36.5,4,T50_v1p1_t_4mm
60.97959184,4.784565916,50,1.1,36.5,4,T50_v1p1_t_4mm
63.18367347,4.707395498,50,1.1,36.5,4,T50_v1p1_t_4mm
66.12244898,4.649517685,50,1.1,36.5,4,T50_v1p1_t_4mm
69.06122449,4.572347267,50,1.1,36.5,4,T50_v1p1_t_4mm
71.26530612,4.504823151,50,1.1,36.5,4,T50_v1p1_t_4mm
73.46938776,4.45659164,50,1.1,36.5,4,T50_v1p1_t_4mm
75.67346939,4.389067524,50,1.1,36.5,4,T50_v1p1_t_4mm
78.6122449,4.340836013,50,1.1,36.5,4,T50_v1p1_t_4mm
80.81632653,4.263665595,50,1.1,36.5,4,T50_v1p1_t_4mm
83.75510204,4.205787781,50,1.1,36.5,4,T50_v1p1_t_4mm
85.2244898,4.147909968,50,1.1,36.5,4,T50_v1p1_t_4mm
88.16326531,4.099678457,50,1.1,36.5,4,T50_v1p1_t_4mm
90.36734694,4.032154341,50,1.1,36.5,4,T50_v1p1_t_4mm
93.30612245,3.945337621,50,1.1,36.5,4,T50_v1p1_t_4mm
96.24489796,3.887459807,50,1.1,36.5,4,T50_v1p1_t_4mm
99.18367347,3.810289389,50,1.1,36.5,4,T50_v1p1_t_4mm
101.3877551,3.723472669,50,1.1,36.5,4,T50_v1p1_t_4mm
104.3265306,3.646302251,50,1.1,36.5,4,T50_v1p1_t_4mm
106.5306122,3.588424437,50,1.1,36.5,4,T50_v1p1_t_4mm
110.2040816,3.511254019,50,1.1,36.5,4,T50_v1p1_t_4mm
112.4081633,3.443729904,50,1.1,36.5,4,T50_v1p1_t_4mm
115.3469388,3.38585209,50,1.1,36.5,4,T50_v1p1_t_4mm
117.5510204,3.327974277,50,1.1,36.5,4,T50_v1p1_t_4mm
119.755102,3.231511254,50,1.1,36.5,4,T50_v1p1_t_4mm
122.6938776,3.173633441,50,1.1,36.5,4,T50_v1p1_t_4mm
126.3673469,3.096463023,50,1.1,36.5,4,T50_v1p1_t_4mm
130.7755102,2.990353698,50,1.1,36.5,4,T50_v1p1_t_4mm
133.7142857,2.91318328,50,1.1,36.5,4,T50_v1p1_t_4mm
137.3877551,2.855305466,50,1.1,36.5,4,T50_v1p1_t_4mm
139.5918367,2.78778135,50,1.1,36.5,4,T50_v1p1_t_4mm
144.7346939,2.710610932,50,1.1,36.5,4,T50_v1p1_t_4mm
146.9387755,2.643086817,50,1.1,36.5,4,T50_v1p1_t_4mm
149.1428571,2.585209003,50,1.1,36.5,4,T50_v1p1_t_4mm
152.0816327,2.52733119,50,1.1,36.5,4,T50_v1p1_t_4mm
156.4897959,2.430868167,50,1.1,36.5,4,T50_v1p1_t_4mm
158.6938776,2.372990354,50,1.1,36.5,4,T50_v1p1_t_4mm
161.6326531,2.295819936,50,1.1,36.5,4,T50_v1p1_t_4mm
165.3061224,2.237942122,50,1.1,36.5,4,T50_v1p1_t_4mm
167.5102041,2.180064309,50,1.1,36.5,4,T50_v1p1_t_4mm
170.4489796,2.131832797,50,1.1,36.5,4,T50_v1p1_t_4mm
174.122449,2.083601286,50,1.1,36.5,4,T50_v1p1_t_4mm
177.7959184,1.996784566,50,1.1,36.5,4,T50_v1p1_t_4mm
181.4693878,1.890675241,50,1.1,36.5,4,T50_v1p1_t_4mm
185.877551,1.784565916,50,1.1,36.5,4,T50_v1p1_t_4mm
190.2857143,1.707395498,50,1.1,36.5,4,T50_v1p1_t_4mm
194.6938776,1.649517685,50,1.1,36.5,4,T50_v1p1_t_4mm
199.1020408,1.581993569,50,1.1,36.5,4,T50_v1p1_t_4mm
203.5102041,1.524115756,50,1.1,36.5,4,T50_v1p1_t_4mm
209.3877551,1.466237942,50,1.1,36.5,4,T50_v1p1_t_4mm
213.0612245,1.418006431,50,1.1,36.5,4,T50_v1p1_t_4mm
215.2653061,1.350482315,50,1.1,36.5,4,T50_v1p1_t_4mm
218.9387755,1.321543408,50,1.1,36.5,4,T50_v1p1_t_4mm
221.877551,1.263665595,50,1.1,36.5,4,T50_v1p1_t_4mm
