time_min,X_db,T_C,v_ms,RH_pct,thickness_mm,run_id
4.100106496,6.443514644,50,0.85,42.5,6,T50_v0p85
6.443024494,6.423988842,50,0.85,42.5,6,T50_v0p85
8.785942492,6.384937238,50,0.85,42.5,6,T50_v0p85
10.54313099,6.345885635,50,0.85,42.5,6,T50_v0p85
11.71458999,6.29707113,50,0.85,42.5,6,T50_v0p85
14.64323749,6.248256625,50,0.85,42.5,6,T50_v0p85
16.40042599,6.19944212,50,0.85,42.5,6,T50_v0p85
19.32907348,6.150627615,50,0.85,42.5,6,T50_v0p85
21.08626198,6.092050209,50,0.85,42.5,6,T50_v0p85
23.42917998,6.052998605,50,0.85,42.5,6,T50_v0p85
25.18636848,6.013947001,50,0.85,42.5,6,T50_v0p85
26.94355698,5.955369596,50,0.85,42.5,6,T50_v0p85
29.28647497,5.916317992,50,0.85,42.5,6,T50_v0p85
31.62939297,5.857740586,50,0.85,42.5,6,T50_v0p85
33.38658147,5.789400279,50,0.85,42.5,6,T50_v0p85
35.72949947,5.750348675,50,0.85,42.5,6,T50_v0p85
37.48668797,5.70153417,50,0.85,42.5,6,T50_v0p85
40.41533546,5.652719665,50,0.85,42.5,6,T50_v0p85
42.17252396,5.60390516,50,0.85,42.5,6,T50_v0p85
43.92971246,5.545327755,50,0.85,42.5,6,T50_v0p85
45.68690096,5.506276151,50,0.85,42.5,6,T50_v0p85
48.02981896,5.476987448,50,0.85,42.5,6,T50_v0p85
49.78700745,5.408647141,50,0.85,42.5,6,T50_v0p85
52.71565495,5.369595537,50,0.85,42.5,6,T50_v0p85
53.88711395,5.330543933,50,0.85,42.5,6,T50_v0p85
56.23003195,5.271966527,50,0.85,42.5,6,T50_v0p85
57.98722045,5.232914923,50,0.85,42.5,6,T50_v0p85
60.33013845,5.193863319,50,0.85,42.5,6,T50_v0p85
62.08732694,5.154811715,50,0.85,42.5,6,T50_v0p85
63.25878594,5.066945607,50,0.85,42.5,6,T50_v0p85
65.60170394,5.037656904,50,0.85,42.5,6,T50_v0p85
67.94462194,4.988842399,50,0.85,42.5,6,T50_v0p85
69.70181044,4.949790795,50,0.85,42.5,6,T50_v0p85
72.04472843,4.910739191,50,0.85,42.5,6,T50_v0p85
73.80191693,4.861924686,50,0.85,42.5,6,T50_v0p85
76.14483493,4.822873082,50,0.85,42.5,6,T50_v0p85
78.48775293,4.793584379,50,0.85,42.5,6,T50_v0p85
80.24494143,4.735006974,50,0.85,42.5,6,T50_v0p85
82.58785942,4.69595537,50,0.85,42.5,6,T50_v0p85
84.34504792,4.656903766,50,0.85,42.5,6,T50_v0p85
86.10223642,4.617852162,50,0.85,42.5,6,T50_v0p85
87.85942492,4.578800558,50,0.85,42.5,6,T50_v0p85
89.61661342,4.529986053,50,0.85,42.5,6,T50_v0p85
91.95953142,4.490934449,50,0.85,42.5,6,T50_v0p85
93.71671991,4.442119944,50,0.85,42.5,6,T50_v0p85
96.64536741,4.393305439,50,0.85,42.5,6,T50_v0p85
99.57401491,4.324965132,50,0.85,42.5,6,T50_v0p85
103.0883919,4.266387727,50,0.85,42.5,6,T50_v0p85
105.4313099,4.19804742,50,0.85,42.5,6,T50_v0p85
108.9456869,4.139470014,50,0.85,42.5,6,T50_v0p85
111.8743344,4.090655509,50,0.85,42.5,6,T50_v0p85
114.8029819,4.041841004,50,0.85,42.5,6,T50_v0p85
116.5601704,4.0027894,50,0.85,42.5,6,T50_v0p85
118.9030884,3.953974895,50,0.85,42.5,6,T50_v0p85
121.8317359,3.89539749,50,0.85,42.5,6,T50_v0p85
126.5175719,3.817294282,50,0.85,42.5,6,T50_v0p85
124.1746539,3.856345886,50,0.85,42.5,6,T50_v0p85
127.6890309,3.768479777,50,0.85,42.5,6,T50_v0p85
130.6176784,3.739191074,50,0.85,42.5,6,T50_v0p85
131.7891374,3.70013947,50,0.85,42.5,6,T50_v0p85
134.7177849,3.661087866,50,0.85,42.5,6,T50_v0p85
137.6464324,3.612273361,50,0.85,42.5,6,T50_v0p85
139.9893504,3.543933054,50,0.85,42.5,6,T50_v0p85
142.9179979,3.50488145,50,0.85,42.5,6,T50_v0p85
145.2609159,3.446304045,50,0.85,42.5,6,T50_v0p85
147.0181044,3.417015342,50,0.85,42.5,6,T50_v0p85
149.3610224,3.387726639,50,0.85,42.5,6,T50_v0p85
151.1182109,3.338912134,50,0.85,42.5,6,T50_v0p85
152.8753994,3.290097629,50,0.85,42.5,6,T50_v0p85
156.9755059,3.251046025,50,0.85,42.5,6,T50_v0p85
159.3184239,3.192468619,50,0.85,42.5,6,T50_v0p85
161.6613419,3.153417015,50,0.85,42.5,6,T50_v0p85
164.5899894,3.094839609,50,0.85,42.5,6,T50_v0p85
166.9329073,3.055788006,50,0.85,42.5,6,T50_v0p85
169.2758253,3.026499303,50,0.85,42.5,6,T50_v0p85
171.0330138,2.977684798,50,0.85,42.5,6,T50_v0p85
173.3759318,2.938633194,50,0.85,42.5,6,T50_v0p85
175.7188498,2.880055788,50,0.85,42.5,6,T50_v0p85
178.6474973,2.850767085,50,0.85,42.5,6,T50_v0p85
180.9904153,2.811715481,50,0.85,42.5,6,T50_v0p85
185.0905218,2.772663877,50,0.85,42.5,6,T50_v0p85
186.2619808,2.694560669,50,0.85,42.5,6,T50_v0p85
188.6048988,2.675034868,50,0.85,42.5,6,T50_v0p85
190.3620873,2.655509066,50,0.85,42.5,6,T50_v0p85
193.2907348,2.616457462,50,0.85,42.5,6,T50_v0p85
196.8051118,2.557880056,50,0.85,42.5,6,T50_v0p85
198.5623003,2.518828452,50,0.85,42.5,6,T50_v0p85
202.6624068,2.479776848,50,0.85,42.5,6,T50_v0p85
204.4195953,2.421199442,50,0.85,42.5,6,T50_v0p85
206.7625133,2.391910739,50,0.85,42.5,6,T50_v0p85
208.5197018,2.362622036,50,0.85,42.5,6,T50_v0p85
211.4483493,2.333333333,50,0.85,42.5,6,T50_v0p85
214.3769968,2.274755927,50,0.85,42.5,6,T50_v0p85
217.3056443,2.225941423,50,0.85,42.5,6,T50_v0p85
219.6485623,2.186889819,50,0.85,42.5,6,T50_v0p85
221.9914803,2.157601116,50,0.85,42.5,6,T50_v0p85
225.5058573,2.138075314,50,0.85,42.5,6,T50_v0p85
227.2630458,2.09902371,50,0.85,42.5,6,T50_v0p85
229.6059638,2.040446304,50,0.85,42.5,6,T50_v0p85
233.1203408,2.0013947,50,0.85,42.5,6,T50_v0p85
237.2204473,1.962343096,50,0.85,42.5,6,T50_v0p85
240.1490948,1.90376569,50,0.85,42.5,6,T50_v0p85
242.4920128,1.864714086,50,0.85,42.5,6,T50_v0p85
246.0063898,1.815899582,50,0.85,42.5,6,T50_v0p85
250.1064963,1.767085077,50,0.85,42.5,6,T50_v0p85
253.6208733,1.737796374,50,0.85,42.5,6,T50_v0p85
256.5495208,1.69874477,50,0.85,42.5,6,T50_v0p85
259.4781683,1.640167364,50,0.85,42.5,6,T50_v0p85
263.5782748,1.591352859,50,0.85,42.5,6,T50_v0p85
267.0926518,1.552301255,50,0.85,42.5,6,T50_v0p85
270.6070288,1.513249651,50,0.85,42.5,6,T50_v0p85
273.5356763,1.464435146,50,0.85,42.5,6,T50_v0p85
276.4643237,1.425383543,50,0.85,42.5,6,T50_v0p85
280.5644302,1.39609484,50,0.85,42.5,6,T50_v0p85
