time_min,X_db,T_C,v_ms,RH_pct,thickness_mm,run_id
2.579140184,6.479279279,40,1.1,42.5,6,T_40_v1p1
7.81186592,6.353153153,40,1.1,42.5,6,T_40_v1p1
11.08256439,6.272072072,40,1.1,42.5,6,T_40_v1p1
16.96472801,6.172972973,40,1.1,42.5,6,T_40_v1p1
21.53822042,6.10990991,40,1.1,42.5,6,T_40_v1p1
26.11661055,6.001801802,40,1.1,42.5,6,T_40_v1p1
30.69598023,5.884684685,40,1.1,42.5,6,T_40_v1p1
34.61905522,5.803603604,40,1.1,42.5,6,T_40_v1p1
39.84982186,5.695495495,40,1.1,42.5,6,T_40_v1p1
45.73296502,5.587387387,40,1.1,42.5,6,T_40_v1p1
52.26652561,5.497297297,40,1.1,42.5,6,T_40_v1p1
58.80400438,5.371171171,40,1.1,42.5,6,T_40_v1p1
65.34148314,5.245045045,40,1.1,42.5,6,T_40_v1p1
71.22070813,5.172972973,40,1.1,42.5,6,T_40_v1p1
76.45049523,5.073873874,40,1.1,42.5,6,T_40_v1p1
81.68224142,4.956756757,40,1.1,42.5,6,T_40_v1p1
90.17880882,4.812612613,40,1.1,42.5,6,T_40_v1p1
96.71236941,4.722522523,40,1.1,42.5,6,T_40_v1p1
100.6334853,4.659459459,40,1.1,42.5,6,T_40_v1p1
106.5166285,4.551351351,40,1.1,42.5,6,T_40_v1p1
110.440683,4.461261261,40,1.1,42.5,6,T_40_v1p1
116.319908,4.389189189,40,1.1,42.5,6,T_40_v1p1
123.5068246,4.29009009,40,1.1,42.5,6,T_40_v1p1
128.7336731,4.218018018,40,1.1,42.5,6,T_40_v1p1
134.6128981,4.145945946,40,1.1,42.5,6,T_40_v1p1
140.4940822,4.055855856,40,1.1,42.5,6,T_40_v1p1
145.0695337,3.974774775,40,1.1,42.5,6,T_40_v1p1
148.98967,3.920720721,40,1.1,42.5,6,T_40_v1p1
154.2194571,3.821621622,40,1.1,42.5,6,T_40_v1p1
160.7520382,3.740540541,40,1.1,42.5,6,T_40_v1p1
167.2836397,3.668468468,40,1.1,42.5,6,T_40_v1p1
174.4705563,3.569369369,40,1.1,42.5,6,T_40_v1p1
179.0420896,3.524324324,40,1.1,42.5,6,T_40_v1p1
182.9651646,3.443243243,40,1.1,42.5,6,T_40_v1p1
191.4548752,3.362162162,40,1.1,42.5,6,T_40_v1p1
